,name,brand,2G,3G,4G,5G,Announced,Status,Weight,Length,Width,Diameter,SIM,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,ratio,pixel,WLAN,Colors,Sensors,Bluetooth,GPU,Loudspeaker,3.5mm jack,Chipset,Network,Card slot,Storage,RAM
49,alcatel u5,alcatel,True,True,True,False,2017.0,Available,,140.7,71.8,10.0,Micro-SIM,IPS LCD,5.0,196.0,68.2,Android 6.0,2050.0,100.0,4.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, White",Accelerometer,"4.2, A2DP, LE",Mali-T720MP2,True,True,Mediatek MT6737M (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,8GB,1GB
50,alcatel a5 led,alcatel,True,True,True,False,2017.0,Available,,146.0,72.1,7.7,Nano-SIM,IPS LCD,5.2,282.0,70.8,Android 6.0,2800.0,200.0,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Gray,"Fingerprint (front-mounted, region dependent), accelerometer, proximity, compass","4.2, A2DP, LE",Mali-T720MP3,True,True,Mediatek MT6753 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,16GB,2GB
51,alcatel a3,alcatel,True,True,True,False,2017.0,Available,,142.0,70.5,8.6,Nano-SIM,IPS LCD,5.0,294.0,68.8,Android 6.0,2460.0,150.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","White, Gray","Fingerprint (rear-mounted), accelerometer, proximity, compass","4.2, A2DP, LE",Mali-T720MP2,True,True,Mediatek MT6737 (28 nm),"GSM / HSPA / LTE HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",microSDHC,16GB,1.5GB
52,alcatel a3 xl,alcatel,True,True,True,False,2017.0,Available,,165.0,82.5,7.9,Micro-SIM,IPS FL LCD,6.0,245.0,72.9,Android 7.0,3000.0,180.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Sideral Gray/Silver,  White/Silver, White/Blue, White/Fuchsia, White/Yellow, Gold","Fingerprint (rear-mounted), accelerometer, proximity","4.2, A2DP, LE",Mali-T720MP2,True,True,Mediatek MT8735B,"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),8GB,2GB
53,alcatel shine lite,alcatel,True,True,True,False,2016.0,Discontinued,156.0,141.5,71.2,7.5,Nano-SIM,IPS LCD,5.0,294.0,68.4,Android 6.0,2460.0,200.0,4.0,16:9,921600.0,Wi-Fi 802.11 b/g/n,"Satin Gold, Pure White, Prime Black","Fingerprint (rear-mounted), accelerometer, proximity, compass","4.2, A2DP, LE",Mali-T720MP2,True,True,Mediatek MT6737 (28 nm),"GSM / HSPA / LTE HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",microSDXC,16GB,2GB
54,alcatel pixi 4 plus power,alcatel,True,True,False,False,2016.0,Discontinued,202.0,152.0,78.3,9.9,Micro-SIM,IPS LCD,5.5,267.0,70.1,Android 6.0,5000.0,,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, White, Blue, Orange, Green","Accelerometer, proximity","4.0, A2DP",Mali-400 MP2,True,True,Mediatek MT6580 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),8GB,1GB
55,alcatel fierce 4,alcatel,True,True,True,False,2016.0,Discontinued,163.9,150.9,77.0,8.1,Nano-SIM,IPS LCD,5.5,267.0,71.8,Android 6.0,2500.0,80.0,4.0,16:9,921600.0,Wi-Fi 802.11 b/g/n,Black,"Accelerometer, proximity, compass","4.1, A2DP, LE",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),16GB,2GB
56,alcatel x1,alcatel,True,True,True,False,2015.0,Discontinued,140.0,145.0,69.2,7.0,Nano-SIM,Super AMOLED,5.0,294.0,68.7,Android 5.1,2150.0,200.0,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot","White, Black","Accelerometer, proximity, compass","4.0, A2DP",Adreno 405,True,True,Qualcomm MSM8929 Snapdragon 415 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC,16GB,2GB
57,alcatel pixi 4 (5),alcatel,True,True,False,False,2016.0,Discontinued,148.0,140.7,72.7,9.5,Micro-SIM,IPS LCD,5.0,196.0,67.3,Android 6.0,2000.0,60.0,4.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Black,Accelerometer,"4.0, A2DP",,True,True,,GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
58,alcatel flash plus 2,alcatel,True,True,True,False,2016.0,Discontinued,157.0,152.6,76.4,8.2,Micro-SIM,IPS LCD,5.5,401.0,71.5,Android 6.0,3000.0,140.0,8.0,16:9,2073600.0,Wi-Fi 802.11 b/g/n,"Venus Gold, Luna Silver","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","4.1, A2DP",Mali-T860MP2,True,True,Mediatek MT6755 Helio P10 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),16GB,2GB
59,alcatel pop 7 lte,alcatel,True,True,True,False,2016.0,Discontinued,295.1,192.0,110.0,9.4,Micro-SIM,TFT,7.0,170.0,65.3,Android 6.0.1,3240.0,130.0,4.0,16:9,614400.0,Wi-Fi 802.11 a/b/g/n,White,,"4.1, A2DP, LE",,False,True,,"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),8GB,1GB
60,alcatel pop 4s,alcatel,True,True,True,False,2016.0,Discontinued,,152.0,77.0,7.9,Nano-SIM,IPS LCD,5.5,401.0,71.3,Android 6.0,2960.0,150.0,8.0,16:9,2073600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","‎Black, Brown, Green, Blue, Red","Fingerprint (front-mounted), accelerometer, proximity/ gyro, compass (optional)","4.2, A2DP",Mali-T860MP2,True,True,Mediatek MT6755M (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (dedicated slot),16GB,2GB
61,alcatel pop 4+,alcatel,True,True,True,False,2016.0,Discontinued,,151.0,77.0,8.0,Micro-SIM,IPS LCD,5.5,267.0,71.7,Android 6.0,2500.0,110.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Gold, Silver","Accelerometer, proximity, compass (optional)","4.1, A2DP",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),16GB,1.5GB
62,alcatel pop 4,alcatel,True,True,True,False,2016.0,Discontinued,,140.7,71.4,8.0,Micro-SIM,IPS LCD,5.0,294.0,68.6,Android 6.0,2500.0,80.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Silver, Black, Gold, White, Yellow, Red, Blue, Turquoise","Accelerometer, proximity, compass (optional)","4.0, A2DP",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),8GB,1GB
63,alcatel idol 4s windows,alcatel,True,True,True,False,2016.0,Discontinued,152.0,153.9,75.4,7.0,Nano-SIM,AMOLED,5.5,401.0,71.9,Windows 10,3000.0,200.0,4.0,16:9,2073600.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Halo Gold,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","4.1, A2DP, LE",Adreno 530,False,True,Qualcomm MSM8996 Snapdragon 820 (14 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),64GB,4GB
64,alcatel idol 4s,alcatel,True,True,True,False,2016.0,Discontinued,149.0,153.9,75.4,7.0,Nano-SIM,AMOLED,5.5,534.0,71.9,Android 6.0.1,3000.0,220.0,8.0,16:9,3686400.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Gold, Dark Gray, Rose Gold, Metal Silver","Accelerometer, gyro, proximity, compass","4.2, A2DP, LE",Adreno 510,False,True,Qualcomm MSM8976 Snapdragon 652 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (uses shared SIM slot),32GB,3GB
65,alcatel idol 4,alcatel,True,True,True,False,2016.0,Discontinued,135.0,147.0,72.5,7.1,Nano-SIM,IPS LCD,5.2,424.0,69.9,Android 6.0.1,2610.0,200.0,8.0,16:9,2073600.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Gold, Dark Gray, Rose Gold, Metal Silver","Accelerometer, gyro, proximity, compass","4.2, A2DP, LE",Adreno 405,False,True,Qualcomm MSM8952 Snapdragon 617 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps",microSDXC (uses shared SIM slot),16GB,2GB
66,alcatel fierce xl (windows),alcatel,True,True,True,False,2016.0,Discontinued,174.0,151.9,77.8,9.5,Micro-SIM,IPS LCD,5.5,267.0,70.6,Windows 10,2500.0,,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Light Blue,"Accelerometer, proximity, compass","4.1, A2DP",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),16GB,2GB
67,alcatel caretime,alcatel,True,False,False,False,2016.0,Discontinued,,40.0,40.0,15.8,,OLED (single white color),0.95,121.0,,Proprietary OS,380.0,,,,6144.0,Wi-Fi 802.11 b/g/n,"Blue, Orange",,"4.0, A2DP",,True,False,MT7198D,GSM None,No,,
68,alcatel pixi 4 (7),alcatel,True,True,False,False,2016.0,Discontinued,,189.2,107.6,9.2,Micro-SIM,TFT,7.0,170.0,67.7,Android 6.0,2580.0,80.0,4.0,16:9,614400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Gray, White",Accelerometer,"4.1, A2DP",Mali-400,True,True,Mediatek MT8321 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
69,alcatel pixi 4 (6) 3g,alcatel,True,True,False,False,2016.0,Discontinued,179.0,168.5,86.4,8.0,Micro-SIM,IPS LCD,6.0,184.0,68.2,Android 5.1,2580.0,120.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Silver, Black, Gold","Accelerometer, proximity","4.1, A2DP",,True,True,,GSM / HSPA HSPA,microSDXC (dedicated slot),8GB,1GB
70,alcatel pixi 4 (6),alcatel,True,True,True,False,2016.0,Discontinued,,165.0,83.8,8.3,Micro-SIM,IPS LCD,6.0,245.0,71.8,Android 5.1,2580.0,100.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, Silver, Red, Green, Purple","Accelerometer, proximity, compass (optional)","4.1, A2DP",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),8GB,1GB
71,alcatel pixi 4 (4),alcatel,True,True,False,False,2016.0,Discontinued,,121.3,64.4,9.7,Micro-SIM,TFT,4.0,233.0,58.3,Android 6.0,1500.0,60.0,4.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Black, Orange",Accelerometer,"4.0, A2DP",Mali-400MP2,True,True,Mediatek MT6580M (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),4GB,512MB
72,alcatel pixi 4 (3 5),alcatel,True,True,False,False,2016.0,Discontinued,,116.0,62.0,10.0,Micro-SIM,TFT,3.5,165.0,50.7,Android 5.1,1300.0,,2.0,3:2,153600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White",Accelerometer,"4.0, A2DP",Mali-400,True,True,Mediatek MT6572M (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),4GB,512MB
73,alcatel pixi 3 (8) lte,alcatel,True,True,True,False,2016.0,Discontinued,,209.0,124.9,8.3,Micro-SIM,IPS LCD,8.0,189.0,71.1,Windows 10,4060.0,,4.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Smoky Grey, Soft Gold, White",Accelerometer,"4.1, A2DP, LE",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA, LTE",microSDHC (dedicated slot),8GB,1GB
74,alcatel pop 3 (5 5),alcatel,True,True,True,False,2016.0,Discontinued,174.0,151.9,77.8,9.5,Micro-SIM,TFT,5.5,267.0,70.6,Android 5.1,2500.0,120.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White",Accelerometer,"4.0, A2DP",,True,True,,"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),8GB,1GB
75,alcatel pop 3 (5),alcatel,True,True,True,False,2015.0,Discontinued,167.0,141.0,71.5,9.9,Micro-SIM,TFT,5.0,196.0,68.3,Android 5.1,1800.0,110.0,4.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, Silver, Gold",Accelerometer,"4.0, A2DP",,True,True,,"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),8GB,1GB
76,alcatel fierce xl,alcatel,True,True,True,False,2015.0,Discontinued,173.0,151.9,77.8,9.5,Micro-SIM,IPS LCD,5.5,267.0,70.6,Android 5.1.1,2500.0,130.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",White,"Accelerometer, proximity, compass","4.1, A2DP, LE",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),16GB,2GB
77,alcatel watch,alcatel,True,False,False,False,2015.0,Discontinued,,41.8,41.8,10.5,,"IPS LCD, 256K colors",1.22,258.0,,Proprietary OS,210.0,110.0,,,48960.0,No,"White, Black/Red","Accelerometer, altimeter, gyro, heart rate, compass","4.0, LE",,True,False,STM 429,No cellular connectivity None,No,,
78,alcatel go watch,alcatel,True,False,False,False,2015.0,Discontinued,,50.5,50.5,13.0,,"TFT, 65K colors",1.22,258.0,,Proprietary OS,225.0,,,,48960.0,No,"White, White/Pink Red, White/Blue Dark, White/Orange, White/Blue, White/Lime Green&Blue","Accelerometer, altimeter, gyro, heart rate, compass","4.0, LE",,True,False,STM 429,No cellular connectivity None,No,,
79,alcatel flash 2,alcatel,True,True,True,False,2015.0,Discontinued,140.0,145.8,70.4,9.0,Micro-SIM,IPS LCD,5.0,294.0,67.1,Android 5.1,3000.0,230.0,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot","Volcanic Grey, Mica White","Accelerometer, proximity","4.0, A2DP",Mali-T720MP3,True,True,Mediatek MT6753 (28 nm),"GSM / HSPA / LTE HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),16GB,2GB
80,alcatel 10 16g,alcatel,True,False,False,False,2015.0,Discontinued,63.0,108.5,45.0,12.6,Mini-SIM,TFT,1.8,,20.9,,400.0,20.0,,,20480.0,No,Black,,No,,True,False,,GSM None,No,,
81,alcatel 2007,alcatel,True,False,False,False,2015.0,Discontinued,72.0,119.0,50.0,9.8,Micro-SIM,"TFT, 256K colors",2.4,167.0,30.0,,750.0,,,4:3,76800.0,No,"Black, Red, Brown",,3.0,,True,False,,GSM None,No,,
82,alcatel idol 3c,alcatel,True,True,True,False,2015.0,Discontinued,,152.7,75.1,7.9,Micro-SIM,IPS LCD,5.5,401.0,72.7,Android 5.0,2910.0,,8.0,16:9,2073600.0,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","Black, Gold","Accelerometer, proximity, compass","4.1, A2DP",Adreno 405,False,True,Qualcomm MSM8939 Snapdragon 615 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),16GB,2GB
83,alcatel pixi 3 (10),alcatel,True,False,False,False,2015.0,Discontinued,,255.5,155.0,9.5,,IPS LCD,10.1,149.0,74.7,Android 5.0,4060.0,,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,"Black, White",Accelerometer,"4.1, A2DP, LE",Mali-450MP4,True,True,Mediatek MT8127 (28 nm),No cellular connectivity None,microSDXC (dedicated slot),16GB,1GB
84,alcatel pixi first,alcatel,True,True,False,False,2015.0,Discontinued,,122.1,64.4,9.7,Mini-SIM,TFT,4.0,233.0,57.9,Android 4.4.2,1450.0,,4.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Gray, Silver, Gold, Pink",Yes,"2.1, A2DP",,True,True,Spreadtrum 7731,GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),4GB,512MB
85,alcatel pop up,alcatel,True,True,True,False,2015.0,Discontinued,,143.0,71.9,8.2,Nano-SIM,IPS LCD,5.0,294.0,67.0,Android 5.0,2000.0,,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White, Red, Orange, Green","Accelerometer, proximity, compass","4.0, A2DP",Adreno 405,True,True,Qualcomm MSM8929 Snapdragon 610 (28 nm),"GSM / HSPA / LTE HSPA, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),16GB,2GB
86,alcatel pop star lte,alcatel,True,True,True,False,2015.0,Discontinued,,142.5,71.5,8.6,Micro-SIM,IPS LCD,5.0,294.0,67.6,Android 5.0,2000.0,,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White, Silver, Gold","Accelerometer, proximity","4.0, A2DP",Mali-T720MP2,True,True,Mediatek MT6735P (28 nm),"GSM / HSPA / LTE HSPA, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),8GB,1GB
87,alcatel pop star,alcatel,True,True,False,False,2015.0,Discontinued,,141.0,71.5,8.6,Micro-SIM,IPS LCD,5.0,294.0,68.4,Android 5.0,2000.0,,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White, Silver, Gold","Accelerometer, proximity","4.0, A2DP",Mali-400MP2,True,True,Mediatek MT6580 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
88,alcatel go play,alcatel,True,True,True,False,2015.0,Discontinued,,143.3,73.3,9.2,Micro-SIM,IPS LCD,5.0,294.0,65.6,Android 5.0,2500.0,,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Dark Grey, Dark Red, Dark Green, Orange Blue, Pink, Lime Green, Blue, Orange",Yes,"4.1, A2DP",Adreno 306,True,True,Qualcomm MSM8916 Snapdragon 410 (28 nm),"GSM / HSPA / LTE HSPA, LTE",microSDHC (dedicated slot),8GB,1GB
89,alcatel flash plus,alcatel,True,True,True,False,2015.0,Discontinued,147.0,152.3,76.4,8.0,,IPS LCD,5.5,267.0,71.7,Android 4.4.4,3500.0,130.0,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Slate/Gold,"Accelerometer, proximity, compass","4.0, A2DP",Mali-T760MP2,True,True,Mediatek MT6752M,"GSM / HSPA / LTE HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),16GB,2GB
90,alcatel pop astro,alcatel,True,True,True,False,2015.0,Discontinued,144.9,133.6,65.3,9.9,Micro-SIM,TFT,4.5,245.0,64.0,Android 4.4.2,2000.0,130.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",White,"Accelerometer, proximity, compass","4.1, A2DP",Mali-T760MP2,True,True,Mediatek MT6732 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),4GB,1GB
91,alcatel flash,alcatel,True,True,False,False,2014.0,Discontinued,,152.1,76.2,8.1,Micro-SIM,IPS LCD,5.5,267.0,72.0,Android 4.4,3200.0,,8.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Slate/white,"Accelerometer, proximity, compass","4.0, A2DP",Mali-450MP4,True,True,Mediatek MT6592M (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
92,alcatel idol 3 (5 5),alcatel,True,True,True,False,2015.0,Discontinued,141.0,152.7,75.1,7.4,Micro-SIM,IPS LCD,5.5,401.0,72.7,Android 5.0.2,2910.0,250.0,8.0,16:9,2073600.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","Black, Sliver, Gold","Accelerometer, proximity, compass","4.1, A2DP",Adreno 405,False,True,Qualcomm MSM8939 Snapdragon 615 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot) - single-SIM model,16GB,2GB
93,alcatel idol 3 (4 7),alcatel,True,True,True,False,2015.0,Discontinued,110.0,134.6,65.9,7.6,Micro-SIM,IPS LCD,4.7,312.0,68.7,Android 5.0.2,2000.0,200.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, Sliver, Gold","Accelerometer, proximity, compass","4.0, A2DP",Adreno 306,False,True,Qualcomm MSM8916 Snapdragon 410 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot) - single-SIM model,8GB,1.5GB
94,alcatel orange klif,alcatel,True,True,False,False,2015.0,Discontinued,,112.2,62.0,11.9,,"TFT, 256K colors",3.5,165.0,52.4,Firefox 2.0,1300.0,,2.0,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,Accelerometer,2.1,,True,True,,GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),,
95,alcatel pixi 3 (5 5) lte,alcatel,True,True,True,False,2015.0,Discontinued,,,,,Micro-SIM,TFT,5.5,267.0,,Android 5.0,2800.0,120.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Volcano Black, White, Amber Orange, Tango Red, Neon Pink, Laser Yellow, Vivid Green, Sharp Blue, Metallic Silver","Accelerometer, proximity, compass","4.0, A2DP",,True,True,,"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC (dedicated slot),8GB,1GB
96,alcatel pixi 3 (5 5),alcatel,True,True,False,False,2015.0,Discontinued,,,,,Micro-SIM,IPS LCD,5.5,200.0,,Android 5.0,2910.0,,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Volcano Black, White, Amber Orange, Tango Red, Neon Pink, Laser Yellow, Vivid Green, Sharp Blue, Metallic Silver",Accelerometer,"4.0, A2DP",Mali-400MP2,True,True,Mediatek MT6580 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),8GB,1GB
97,alcatel pixi 3 (8) 3g,alcatel,True,True,False,False,2015.0,Discontinued,335.0,209.0,124.0,9.2,Micro-SIM,TFT,8.0,189.0,71.6,Android 4.4.2,3240.0,100.0,2.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,"Yellow, Blue, Red, Black, White",Accelerometer,"4.0, A2DP",Mali-400,True,True,Mediatek MT8312 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,1GB
98,alcatel pixi 3 (7) lte,alcatel,True,True,True,False,2015.0,Discontinued,260.0,191.0,109.0,9.2,Micro-SIM,TFT,7.0,170.0,66.2,Android 5.0,2820.0,130.0,4.0,16:9,614400.0,Wi-Fi 802.11 b/g/n,"Yellow, Blue, Red, Pink",Accelerometer,"4.1, A2DP, LE",Adreno 304,True,True,Qualcomm MSM8909 Snapdragon 210 (28 nm),"GSM / HSPA / LTE HSPA, LTE",microSDHC (dedicated slot),4GB,1GB
99,alcatel pixi 3 (7) 3g,alcatel,True,True,False,False,2015.0,Discontinued,260.0,189.0,111.0,9.1,Micro-SIM,TFT,7.0,170.0,65.7,Android 4.4.2,2820.0,100.0,2.0,16:9,614400.0,Wi-Fi 802.11 b/g/n,"Yellow, Blue, Red, Pink",Accelerometer,"4.0, A2DP",Mali-400,True,True,Mediatek MT8312 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,512MB
100,alcatel pixi 3 (7),alcatel,True,False,False,False,2015.0,Discontinued,260.0,189.0,111.0,9.1,,TFT,7.0,170.0,65.7,Android 4.4.2,2820.0,80.0,4.0,16:9,614400.0,Wi-Fi 802.11 b/g/n,"Yellow, Blue, Red, Pink",Accelerometer,"4.0, A2DP",Mali-450MP4,True,True,Mediatek MT8127 (28 nm),No cellular connectivity None,microSDHC (dedicated slot),4GB,512MB
101,alcatel pop 10,alcatel,True,True,True,False,2015.0,Discontinued,380.0,245.2,146.4,7.9,Micro-SIM,IPS LCD,9.6,157.0,74.4,Android 5.0.1,4600.0,250.0,4.0,16:10,1024000.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","White, Dark grey","Accelerometer, proximity","4.1, A2DP, LE",Adreno 306,True,True,Qualcomm MSM8916 Snapdragon 410 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),8GB,1GB
102,alcatel pixi 3 (5),alcatel,True,True,True,False,2015.0,Discontinued,,141.0,71.5,10.0,Micro-SIM,TFT,5.0,196.0,68.3,Android 4.4.2,1800.0,80.0,2.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White",Accelerometer,"4.0, A2DP",Mali-400,True,True,Mediatek MT6570 (28 nm) (3G model)Qualcomm MSM8909 (4G model),"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),4GB,512MB
103,alcatel pixi 3 (4 5),alcatel,True,True,True,False,2015.0,Discontinued,125.0,132.2,65.1,10.0,Micro-SIM,TFT,4.5,218.0,64.8,Android 4.4.2,1400.0,60.0,2.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White",Accelerometer,"4.0, A2DP",Mali-400Mali-T720MP2,True,True,Mediatek MT6572M (3G model)MT6735M (4G model),"GSM / HSPA / LTE HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),4GB,512MB
